Geography Type,Geography,Group Name,Group Category,Indicator Name,Indicator Category,Time Period,Time Type,Estimate (%),95% CI (%),Sample Size,Suppression Flag
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,63.4,59.6-67.0,1073,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,68.3,64.3-72.0,984,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,67,63.2-70.6,1057,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,36.3,32.7-40.0,1091,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,94.2,92.1-95.8,1098,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,50.4,43.8-57.0,350,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,20.7,15.2-27.6,261,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,22.6,17.5-28.6,328,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,31.2,25.5-37.5,361,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,83.2,77.6-87.5,353,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,61.3,42.5-77.2,48,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,57.5,37.5-75.4,38,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,45.1,28.7-62.7,47,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,56.5,38.9-72.6,50,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,86.7,70.4-94.7,50,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,58.4,49.3-66.9,182,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,18.8,11.6-29.0,121,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,21.9,15.4-30.3,172,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,26.2,19.2-34.6,189,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,85.1,77.6-90.4,182,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,31.9,22.3-43.4,123,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,8.7,3.9-18.4,103,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,13.1,7.1-23.0,112,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,27.5,18.6-38.7,125,0
Jurisdictional Estimates,U.S. Virgin Islands,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,78.7,67.6-86.8,123,0
Jurisdictional Estimates,Vermont,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,48.3,44.7-52.0,959,0
Jurisdictional Estimates,Vermont,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,82.5,79.4-85.3,927,0
Jurisdictional Estimates,Vermont,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,93.1,90.9-94.8,960,0
Jurisdictional Estimates,Vermont,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,39.3,35.8-43.0,944,0
Jurisdictional Estimates,Vermont,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,91.8,89.6-93.5,963,0
Jurisdictional Estimates,Vermont,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,8.2,3.4-18.3,70,0
Jurisdictional Estimates,Vermont,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,0.6,0.1-4.3,52,0
Jurisdictional Estimates,Vermont,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,30.7,20.2-43.7,65,0
Jurisdictional Estimates,Vermont,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,26.9,17.2-39.4,69,0
Jurisdictional Estimates,Vermont,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,94,84.0-97.9,68,0
Jurisdictional Estimates,Vermont,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Vermont,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Vermont,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Vermont,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Vermont,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Vermont,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Vermont,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Vermont,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Vermont,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Vermont,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Vermont,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,2.4,0.3-15.3,53,0
Jurisdictional Estimates,Vermont,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,0,,39,0
Jurisdictional Estimates,Vermont,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,25.1,14.5-39.8,50,0
Jurisdictional Estimates,Vermont,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,20.3,11.2-34.1,53,0
Jurisdictional Estimates,Vermont,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,92.5,79.5-97.5,52,0
Jurisdictional Estimates,Washington,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,58.5,52.4-64.5,704,0
Jurisdictional Estimates,Washington,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,84.7,79.6-88.6,681,0
Jurisdictional Estimates,Washington,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,87.3,82.3-91.0,701,0
Jurisdictional Estimates,Washington,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,40.3,34.4-46.5,702,0
Jurisdictional Estimates,Washington,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,79.2,73.6-83.8,707,0
Jurisdictional Estimates,Washington,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,30,19.0-43.9,93,0
Jurisdictional Estimates,Washington,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,23.6,13.2-38.8,76,0
Jurisdictional Estimates,Washington,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,37.1,24.9-51.2,92,0
Jurisdictional Estimates,Washington,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,14.9,7.7-27.1,93,0
Jurisdictional Estimates,Washington,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,93.2,81.6-97.7,91,0
Jurisdictional Estimates,Washington,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Washington,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Washington,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Washington,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Washington,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Washington,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,17.5,6.3-40.3,34,0
Jurisdictional Estimates,Washington,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Washington,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,37.4,19.3-59.9,33,0
Jurisdictional Estimates,Washington,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,12.1,3.9-32.0,34,0
Jurisdictional Estimates,Washington,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,93.2,67.9-98.9,34,0
Jurisdictional Estimates,Washington,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,23.5,10.0-46.0,48,0
